"Name","Gross Export","Share","Code","Sector"
"Agricultural machinery and appliances, nes, and parts thereof, nes","65277652","0.026031629137098146","7219","Machinery and vehicles"
"Track-laying tractors","393326624","0.15685203882202817","7223","Machinery and vehicles"
"Wheeled tractors (other than those falling in heading 74411, 7832)","284925696","0.11362357288680616","7224","Machinery and vehicles"
"Road rollers, mechanically propelled","44513924","0.017751403818951277","7233","Machinery and vehicles"
"Construction and mining machinery, nes","1778719616","0.7093234508893429","7234","Machinery and vehicles"
"Parts, nes of machinery and equipment of headings 72341 to 72346","477060064","0.1902435256428694","7239","Machinery and vehicles"
"Sewing machines, furniture, needles etc, and parts thereof, nes","6050432","0.002412810466026428","7243","Machinery and vehicles"
"Machines for extruding man-made textile; other textile machinery","16347155","0.006518970327037186","7244","Machinery and vehicles"
"Weaving, knitting, etc, machines, machines for preparing yarns, etc","4437889","0.0017697554532078964","7245","Machinery and vehicles"
"Auxiliary machinery for use with those of headings 72451 to 72453","761153","0.00030353500785521","7246","Machinery and vehicles"
"Textile machinery, nes for cleaning, cutting, etc, and parts nes","20650926","0.008235241778758489","7247","Machinery and vehicles"
"Machinery for preparing, tanning, working leather, etc; parts nes","5549546","0.002213065558045293","7248","Machinery and vehicles"
"Machinery for making, finishing cellulose pulp, paper or paperboard","22889490","0.009127943431809045","7251","Machinery and vehicles"
"Machinery for making paper pulp, paper, paperboard; cutting machines","9761573","0.0038927510464180077","7252","Machinery and vehicles"
"Parts, nes of the machines falling within heading 725","22419272","0.008940428406152362","7259","Machinery and vehicles"
"Machinery, accessories for type-setting, for printing blocks, etc","4947784","0.001973092998787211","7263","Machinery and vehicles"
"Printing presses","15494346","0.0061788844487525385","7264","Machinery and vehicles"
"Other printing machinery; machines for uses ancilliary to printing","1131105","0.00045106563996997616","7267","Machinery and vehicles"
"Bookbinding machinery; parts thereof, nes","853318","0.000340288858919287","7268","Machinery and vehicles"
"Parts, nes of machines falling within headings 72631, 7264, 7267","19222988","0.00766580413344046","7269","Machinery and vehicles"
"Machinery for the grain milling industry; working cereals, parts","9112579","0.0036339431603714645","7271","Machinery and vehicles"
"Other food-processing machinery and parts thereof, nes","84910912","0.03386104284015572","7272","Machinery and vehicles"
"Machine-tools for specialized industries; parts or accessories, nes","25336684","0.010103843218071758","7281","Machinery and vehicles"
"Other mineral working machinery; and parts thereof, nes","192116032","0.07661264066781813","7283","Machinery and vehicles"
"Machinery for specialized industries and parts thereof, nes","214303472","0.08546061837359739","7284","Machinery and vehicles"
"Metal cutting machine-tools","24626912","0.009820798088386389","7361","Machinery and vehicles"
"Metal forming machine-tool","38495616","0.015351403863547995","7362","Machinery and vehicles"
"Other machines-tools for working metal or metal carbides, nes","23926858","0.009541628333568275","7367","Machinery and vehicles"
"Work holders, dividing heads for machine-tools, etc; tool holders","10069672","0.004015615742983852","7368","Machinery and vehicles"
"Parts, nes of and accessories for machine-tools of heading 736","44316804","0.017672795680050923","7369","Machinery and vehicles"
"Metallurgy and metal foundry equipment, and parts thereof, nes","1921611","0.00076630613027822","7371","Machinery and vehicles"
"Rolling mills, rolls therefor, and parts, nes of rolling mills","69685216","0.027789291490609644","7372","Machinery and vehicles"
"Welding, brazing, cutting, etc machines and appliances, parts, nes","11590170","0.004621964758718968","7373","Machinery and vehicles"
"Gas generators, and parts, nes of gas generators","730161","0.0002911759197829713","7411","Machinery and vehicles"
"Furnace burners; mechanical stokers, etc, and parts thereof, nes","5350040","0.002133505922496118","7412","Machinery and vehicles"
"Industrial and laboratory furnaces and ovens, etc, parts, nes","48239868","0.01923724758664065","7413","Machinery and vehicles"
"Non-domestic refrigerators and refrigerating equipment, parts, nes","74434824","0.029683355235466682","7414","Machinery and vehicles"
"Air conditioning machines and parts thereof, nes","54820528","0.021861504056486354","7415","Machinery and vehicles"
"Machinery, plant, laboratory equipment for heating and cooling, nes","148171664","0.059088366197281667","7416","Machinery and vehicles"
"Reciprocating pumps (other than those of heading 74281)","142698768","0.056905867369384064","7421","Machinery and vehicles"
"Centrifugal pumps (other than those of heading 74281)","63637628","0.0253776151639249","7422","Machinery and vehicles"
"Rotary pumps (other than those of heading 74281)","34906044","0.013919942954615308","7423","Machinery and vehicles"
"Other pumps for liquids and liquid elevators","41417796","0.01651672007363235","7428","Machinery and vehicles"
"Parts, nes of pumps and liquids elevators falling in heading 742","70035296","0.02792889750352683","7429","Machinery and vehicles"
"Air pumps, vacuum pumps and air or gas compressors","444849184","0.17739836873772258","7431","Machinery and vehicles"
"Parts, nes of the pumps and compressor falling within heading 7431","50651180","0.02019883823511916","7432","Machinery and vehicles"
"Fans, blowers and the like, and parts thereof, nes","25783142","0.010281883155557416","7434","Machinery and vehicles"
"Centrifuges","5080516","0.0020260242867971615","7435","Machinery and vehicles"
"Filtering and purifying machinery, apparatus for liquids and gases","178635008","0.07123663515284771","7436","Machinery and vehicles"
"Parts, nes of the machines falling within headings 7435 and 7436","48459980","0.019325024548235793","7439","Machinery and vehicles"
"Work trucks, of the type use in factories, dock areas, etc","17091574","0.006815832097289116","7441","Machinery and vehicles"
"Lifting, handling, loading machinery, telphers and conveyors","224873120","0.08967561613187568","7442","Machinery and vehicles"
"Parts, nes of the machinery falling within heading 7442","24434304","0.009743989259158918","7449","Machinery and vehicles"
"Power hand tools, pneumatic or non-electric, and parts thereof, nes","96281488","0.03839543720696273","7451","Machinery and vehicles"
"Other non-electrical machines and parts thereof, nes","292622432","0.11669290168432712","7452","Machinery and vehicles"
"Ball, roller or needle roller bearings","99964648","0.03986421943541351","7491","Machinery and vehicles"
"Cocks, valves and similar appliances, for pipes boiler shells, etc","328690016","0.13107604724475774","7492","Machinery and vehicles"
"Shaft, crank, bearing housing, pulley and pulley blocks, etc","420335744","0.16762282137344992","7493","Machinery and vehicles"
"Other non-electric parts and accessories of machinery, nes","93252680","0.037187599544795044","7499","Machinery and vehicles"
"Calculating, accounting, cash registers, ticketing, etc, machines","12453932","0.0049664185090885155","7512","Machinery and vehicles"
"Office machines, nes","25203382","0.010050684623653664","7518","Machinery and vehicles"
"Complete digital data processing machines","8095306","0.0032282718064572144","7522","Machinery and vehicles"
"Complete digital central processing units; digital processors","6727641","0.002682870019276062","7523","Machinery and vehicles"
"Peripheral units, including control and adapting units","3084263","0.0012299521829809952","7525","Machinery and vehicles"
"Off-line data processing equipment, nes","26017628","0.01037539222646949","7528","Machinery and vehicles"
"Parts, nes of and accessories for machines of headings 7511 or 7518","5137530","0.0020487605105758986","7591","Machinery and vehicles"
"Parts, nes of and accessories for machines of headings 7512 and 752","66882004","0.026671417716953336","7599","Machinery and vehicles"
"Television receivers, colour","42320304","0.01687662507679123","7611","Machinery and vehicles"
"Radio receivers for motor-vehicles","18325674","0.007307970410077891","7621","Machinery and vehicles"
"Portable radio receivers","289918","0.00011561441971241888","7622","Machinery and vehicles"
"Other radio receivers","122923","0.00004901962387402529","7628","Machinery and vehicles"
"Gramophones and record players, electric","59945","0.000023905057256399914","7631","Machinery and vehicles"
"Other sound recording and reproducer, nes; video recorders","12265705","0.004891356748938372","7638","Machinery and vehicles"
"Electrical line telephonic and telegraphic apparatus","19678146","0.007847313484524094","7641","Machinery and vehicles"
"Microphones; loud-speakers; audio-frequency electric amplifiers","18816888","0.00750385828721769","7642","Machinery and vehicles"
"Television, radio-broadcasting; transmitters, etc","162660608","0.06486631324715691","7643","Machinery and vehicles"
"Telecommunications equipment, nes","18660600","0.00744153326280384","7648","Machinery and vehicles"
"Parts, nes of and accessories for apparatus falling in heading 76","75939128","0.030283246356511494","7649","Machinery and vehicles"
"Transformers, electrical","146881952","0.058574050754721545","7711","Machinery and vehicles"
"Other electric power machinery, parts, nes","113116672","0.04510902528673632","7712","Machinery and vehicles"
"Switches, relays, fuses, etc; switchboards and control panels, nes","334538432","0.1334082971294728","7721","Machinery and vehicles"
"Printed circuits, and parts thereof, nes","2579276","0.0010285718652107455","7722","Machinery and vehicles"
"Fixed, variable resistors, other than heating resistors, parts, nes","6241573","0.002489034280340308","7723","Machinery and vehicles"
"Insulated electric wire, cable, bars, etc","314414496","0.12538321009462208","7731","Machinery and vehicles"
"Electrical insulating equipment","25160672","0.010033652594369807","7732","Machinery and vehicles"
"Electro-medical equipment","10529045","0.0041988059651382305","7741","Machinery and vehicles"
"X-ray apparatus and equipment; accessories; and parts, nes","15342128","0.006118182471849466","7742","Machinery and vehicles"
"Household laundry equipment, nes","7369760","0.0029389362710138594","7751","Machinery and vehicles"
"Domestic refrigerators and freezers","72695128","0.028989593745955798","7752","Machinery and vehicles"
"Domestic dishwashing machines","7267","0.000002897957312240523","7753","Machinery and vehicles"
"Electric shavers and hair clippers, parts thereof, nes","205036","0.00008176490649133726","7754","Machinery and vehicles"
"Domestic electro-mechanical appliances; and parts thereof, nes","15198373","0.006060855396932564","7757","Machinery and vehicles"
"Electro-thermic appliances, nes","52606796","0.0209787049871674","7758","Machinery and vehicles"
"Television picture tubes, cathode ray","121117","0.000048299421465066114","7761","Machinery and vehicles"
"Other electronic valves and tubes","162152","0.0000646634889355202","7762","Machinery and vehicles"
"Diodes, transistors, photocells, etc","16494428","0.006577700321153822","7763","Machinery and vehicles"
"Electronic microcircuits","74800272","0.029829089748173946","7764","Machinery and vehicles"
"Crystals, and parts, nes of electronic components of heading 776","4732885","0.0018873948938686511","7768","Machinery and vehicles"
"Batteries and electric accumulators, and parts thereof, nes","107221280","0.04275804216372486","7781","Machinery and vehicles"
"Electric filament lamps and discharge lamps; arc-lamps","2438290","0.0009723490208976118","7782","Machinery and vehicles"
"Automotive electrical equipment; and parts thereof, nes","193478608","0.07715601304743605","7783","Machinery and vehicles"
"Electro-mechanical hand tools, and parts thereof, nes","30919322","0.01233010530885087","7784","Machinery and vehicles"
"Other electrical machinery and equipment, nes","195408816","0.07792574751664551","7788","Machinery and vehicles"
"Passenger motor vehicles (excluding buses)","3693886464","1.473059761790985","7810","Machinery and vehicles"
"Motor vehicles for the transport of goods or materials","1370064256","0.5463585700997072","7821","Machinery and vehicles"
"Special purpose motor lorries and vans","36470392","0.014543778612450568","7822","Machinery and vehicles"
"Public service type passenger motor vehicles","361341216","0.1440967963562794","7831","Machinery and vehicles"
"Road tractors for semi-trailers","413439328","0.16487264672428897","7832","Machinery and vehicles"
"Chassis fitted with engines, for vehicles of headings 722, 781-783","496541280","0.19801230675729584","7841","Machinery and vehicles"
"Bodies, for vehicles of headings 722, 781-783","253106192","0.10093449014445491","7842","Machinery and vehicles"
"Other parts and accessories, for vehicles of headings 722, 781-783","1661744000","0.6626755436730172","7849","Machinery and vehicles"
"Motorcycles, auto-cycles; side-cars of all kind, etc","80339952","0.0320382209114425","7851","Machinery and vehicles"
"Cycles, not motorized","3856478","0.0015378985302868732","7852","Machinery and vehicles"
"Invalid carriages; parts, nes of articles of heading 785","8342016","0.00332665560286603","7853","Machinery and vehicles"
"Trailers and transports containers","71905296","0.028674622035505602","7861","Machinery and vehicles"
"Other not mechanically propelled vehicles; and parts, nes","36668468","0.014622767988063523","7868","Machinery and vehicles"
"Other rail locomotives; tenders","17758944","0.00708196802290766","7912","Machinery and vehicles"
"Mechanically propelled railway, tramway, trolleys, etc","36126956","0.014406822114929359","7913","Machinery and vehicles"
"Railway, tramway passenger coaches, etc, not mechanically propelled","12335701","0.004919269975858364","7914","Machinery and vehicles"
"Railway and tramway freight, etc, not mechanically propelled","1347826","0.0005374903278282504","7915","Machinery and vehicles"
"Railway track fixtures, and fittings, etc, parts nes of heading 791","61092396","0.02436261947302789","7919","Machinery and vehicles"
"Helicopters","4913018","0.001959228903023161","7921","Machinery and vehicles"
"Aircraft of an unladen weight not exceeding 2000 kg","2318178","0.0009244503765205878","7922","Machinery and vehicles"
"Aircraft of an unladen weight from 2000 kg to 15000 kg","813375168","0.3243603296684277","7923","Machinery and vehicles"
"Aircraft of an unladen weight exceeding 15000 kg","2455134976","0.9790665138622074","7924","Machinery and vehicles"
"Aircraft, nes and associated equipment","5179498","0.0020654966427459975","7928","Machinery and vehicles"
"Parts, nes of the aircraft of heading 792","319027936","0.12722297233248955","7929","Machinery and vehicles"
"Warships","179561","0.0000716059051800221","7931","Machinery and vehicles"
"Ships, boats and other vessels","53416152","0.02130146254027126","7932","Machinery and vehicles"
"Ships, boats and other vessels for breaking up","226149","0.00009018441560559818","7933","Machinery and vehicles"
"Tugs, special purpose vessels and floating structures","37766340","0.015060580866872402","7938","Machinery and vehicles"
"Central heating equipment, not electrically heated, parts, nes","638602","0.00025466373132123607","8121","Other manufacturers"
"Ceramic plumbing fixtures","39150812","0.015612685002828404","8122","Other manufacturers"
"Lighting fixture and fittings, lamps, lanterns, and parts, nes","15216924","0.006068253223559696","8124","Other manufacturers"
"Chairs and other seats; and parts thereof, nes","101812832","0.04060124411370798","8211","Other manufacturers"
"Furniture for medical, surgical, dental or veterinary practice","35637292","0.014211552351706439","8212","Other manufacturers"
"Other furniture and parts thereof, nes","546614528","0.21798067543615002","8219","Other manufacturers"
"Travel goods, handbags etc, of leather, plastics, textile, others","13539432","0.00539929764249117","8310","Other manufacturers"
"Men's and boys' outerwear, textile fabrics not knitted or crocheted; overcoats and other coats","521426","0.00020793591433773592","8421","Other manufacturers"
"Men's and boys' outerwear, textile fabrics not knitted or crocheted; suits","1318267","0.0005257026960417473","8422","Other manufacturers"
"Men's and boys' outerwear, textile fabrics not knitted or crocheted; trousers, breeches and the like","6949315","0.00277126988018615","8423","Other manufacturers"
"Men's and boys' outerwear, textile fabrics not knitted or crocheted; jackets, blazers and the like","237119","0.00009455906700442557","8424","Other manufacturers"
"Men's and boys' outerwear, textile fabrics not knitted or crocheted; other outer garments","2669726","0.0010646418031345318","8429","Other manufacturers"
"Womens, girls, infants outerwear, textile, not knitted or crocheted; coats and jackets","700945","0.00027952507062452644","8431","Other manufacturers"
"Womens, girls, infants outerwear, textile, not knitted or crocheted; suits and costumes","631255","0.0002517338713552211","8432","Other manufacturers"
"Womens, girls, infants outerwear, textile, not knitted or crocheted; dresses","5851060","0.002333304267422325","8433","Other manufacturers"
"Womens, girls, infants outerwear, textile, not knitted or crocheted; skirts","1210150","0.00048258745581503636","8434","Other manufacturers"
"Womens, girls, infants outerwear, textile, not knitted or crocheted; blouses","4930976","0.0019663902512291904","8435","Other manufacturers"
"Womens, girls, infants outerwear, textile, not knitted or crocheted; other outer garments of textile fabrics, not knitted, crocheted","17610098","0.007022610742861183","8439","Other manufacturers"
"Under garments of textile fabrics, not knitted or crocheted; mens and boys shirts","2602352","0.001037774185691998","8441","Other manufacturers"
"Under garments of textile fabrics, not knitted or crocheted; mens, boys under garments; other than shirts","46371","0.000018491974477212783","8442","Other manufacturers"
"Under garments of textile fabrics, not knitted or crocheted; womens, girls, infants under garments, textile, not knitted, etc","175085","0.0000698209517013392","8443","Other manufacturers"
"Outerwear knitted or crocheted, not elastic nor rubberized; jerseys, pullovers, slip-overs, cardigans, etc","2797735","0.0011156896382222704","8451","Other manufacturers"
"Outerwear knitted or crocheted, not elastic nor rubberized; womens, girls, infants, suits, dresses, etc, knitted, crocheted","9665300","0.00385435899408261","8452","Other manufacturers"
"Outerwear knitted or crocheted, not elastic nor rubberized; other, clothing accessories, non-elastic, knitted or crocheted","44253520","0.01764755908578261","8459","Other manufacturers"
"Under-garments, knitted or crocheted; of wool or fine animal hair, not elastic nor rubberized","61638","0.000024580197166902622","8461","Other manufacturers"
"Under-garments, knitted or crocheted; of cotton, not elastic nor rubberized","13513398","0.005388915721386605","8462","Other manufacturers"
"Under-garments, knitted or crocheted; of synthetic fibres not elastic nor rubberized","12610873","0.0050290039389138","8463","Other manufacturers"
"Under-garments, knitted or crocheted; of other fibres, not elastic nor rubberized","470598","0.0001876665632621117","8464","Other manufacturers"
"Corsets, garters, etc, not knitted or crocheted, elastic or not","9915113","0.003953980214674703","8465","Other manufacturers"
"Clothing accessories, of textile fabrics, not knitted or crocheted","1280493","0.0005106390604957759","8471","Other manufacturers"
"Clothing accessories, knitted or crocheted, nes","5940081","0.002368804344193064","8472","Other manufacturers"
"Articles of apparel, clothing accessories of leather","1700304","0.0006780526227923229","8481","Other manufacturers"
"Articles of apparel, clothing accessories of plastic or rubber","2202940","0.0008784954013247747","8482","Other manufacturers"
"Fur clothing (not headgear) and other articles made of furskins","4276398","0.0017053555599491877","8483","Other manufacturers"
"Headgear and fitting thereof, nes","4109303","0.0016387208857935763","8484","Other manufacturers"
"Footwear","916528384","0.36549609636559655","8510","Other manufacturers"
"Optical instruments and apparatus","5121166","0.002042234822746326","8710","Other manufacturers"
"Medical instruments and appliances, nes","132198312","0.052718462216355316","8720","Other manufacturers"
"Gas, liquid and electricity supply or production meters; etc","40813820","0.016275864608431057","8731","Other manufacturers"
"Counting devices non-electrical; stroboscopes","21951472","0.008753877638206014","8732","Other manufacturers"
"Surveying, navigational, compasses, etc, instruments, nonelectrical","42019520","0.01675667747912989","8741","Other manufacturers"
"Drawing, marking-out and mathematical calculating instruments, etc","52257160","0.020839276033978667","8742","Other manufacturers"
"Gas, liquid control instruments and apparatus, non-electrical","205737008","0.08204445668530164","8743","Other manufacturers"
"Nonmechanical or electrical instruments for physical, etc, analysis","27229698","0.010858745345975113","8744","Other manufacturers"
"Measuring, controlling and scientific instruments, nes","20552820","0.008196118756868483","8745","Other manufacturers"
"Electrical measuring, controlling, etc, instruments, apparatus, nes","19819084","0.007903517187244965","8748","Other manufacturers"
"Parts, nes, and accessories of headings 873, 8743, 87454 or 8748","28733482","0.011458429099770392","8749","Other manufacturers"
"Photographic cameras, flashlight apparatus, parts, accessories, nes","197862","0.00007890403601410958","8811","Other manufacturers"
"Cinematographic cameras, projectors, etc, parts, accessories, nes","710504","0.00028333703896740617","8812","Other manufacturers"
"Photographic and cinematographic apparatus and equipment, nes","237696","0.0000947891648947741","8813","Other manufacturers"
"Chemical products and flashlight materials for use in photografy","1180438","0.00047073881020318954","8821","Other manufacturers"
"Photographic film, plates and paper (other than cinematograph film)","22886878","0.009126901810163308","8822","Other manufacturers"
"Cinematograph film, exposed and developed","14297","0.00000570140301267411","8830","Other manufacturers"
"Lenses and other optical elements of any material","40115364","0.01599733210912209","8841","Other manufacturers"
"Spectacles and spectacle frames","20860778","0.00831892722500705","8842","Other manufacturers"
"Watches, watch movements and case","4097588","0.0016340491409314738","8851","Other manufacturers"
"Clocks, clock movements and parts","1252777","0.0004995863860956028","8852","Other manufacturers"
"Printed books, pamphlets, maps and globes","20752740","0.008275843488650942","8921","Other manufacturers"
"Newspapers, journals and periodicals","2503669","0.0009984210659116442","8922","Other manufacturers"
"Picture postcards, decalcomanias, etc, printed","3097854","0.0012353720450741096","8924","Other manufacturers"
"Printed matter, nes","54498472","0.021733073543186376","8928","Other manufacturers"
"Plastic packing containers, lids, stoppers and other closures","154927456","0.061782462361637806","8931","Other manufacturers"
"Plastic sanitary and toilet articles","8615226","0.0034356071533376458","8932","Other manufacturers"
"Personal adornments and ornaments articles of plastic","995669","0.00039705604226244795","8933","Other manufacturers"
"Articles of electric lighting of plastic","193960","0.00007734798407625869","8935","Other manufacturers"
"Miscellaneous articles of plastic","210693616","0.08402106854680018","8939","Other manufacturers"
"Baby carriages and parts thereof, nes","50123","0.000019988208939236513","8941","Other manufacturers"
"Children's toys, indoor games, etc","15616325","0.006227527621312025","8942","Other manufacturers"
"Non-military arms and ammunition therefor","294943232","0.11761839767032518","8946","Other manufacturers"
"Other sporting goods and fairground amusements, etc","11534485","0.0045997585177760605","8947","Other manufacturers"
"Office and stationary supplies, of base metal","1465778","0.0005845276005533631","8951","Other manufacturers"
"Pens, pencils and, fountain pens","75492048","0.030104958375892745","8952","Other manufacturers"
"Other office and stationary supplies","3377333","0.0013468235672521292","8959","Other manufacturers"
"Works of art, collectors' pieces and antiques","248636816","0.09915217820550455","8960","Other manufacturers"
"Imitation jewellery","8511929","0.003394414048000848","8972","Other manufacturers"
"Precious jewellery, goldsmiths' or silversmiths' wares","45272488","0.018053906377173707","8973","Other manufacturers"
"Other articles of precious metals or rolled precious metals, nes","89008112","0.03549493725321638","8974","Other manufacturers"
"Pianos, other string musical instruments","269397","0.00010743099023608919","8981","Other manufacturers"
"Musical instruments, nes","1052331","0.00041965189436457713","8982","Other manufacturers"
"Sound recording tape, discs","10359908","0.004131356975745025","8983","Other manufacturers"
"Parts, nes of and accessories for musical instruments; metronomes","3390891","0.0013522302695005615","8989","Other manufacturers"
"Articles and manufacture of carving, moulding materials, nes","3388185","0.0013511511622366391","8991","Other manufacturers"
"Candles, matches, combustible products, etc","17207744","0.006862158738401402","8993","Other manufacturers"
"Umbrellas, canes and similar articles and parts thereof","259799","0.00010360346934949439","8994","Other manufacturers"
"Orthopaedic appliances, hearing aids, artificial parts of the body","162481984","0.06479508100180924","8996","Other manufacturers"
"Basketwork, wickerwork; brooms, paint rollers, etc","27836746","0.011100825873081345","8997","Other manufacturers"
"Small-wares and toilet articles, nes; sieves; tailors' dummies, etc","15711345","0.006265419998332679","8998","Other manufacturers"
"Manufactured goods, nes","21401648","0.008534617079344678","8999","Other manufacturers"
"Special transactions, commodity not classified according to class","3712708864","1.480565818171048","9310","Unspecified"
"Animals, live, nes, (including zoo animals, pets, insects, etc)","567341","0.0002262460436884341","9410","Unspecified"
"Armoured fighting vehicles, war firearms, ammunition, parts, nes","275684864","0.10993848458825295","9510","Unspecified"
"Coin (other than gold coin), not being legal tender","4003","0.000001596329038241202","9610","Unspecified"
"Gold, non-monetary (excluding gold ores and concentrates)","3707162624","1.47835407099017","9710","Unspecified"
"Unspecified","18408957952","7.341182648648235","unspecified","Services"
"Travel and tourism","5994585600","2.39053986147953","travel","Services"
"Transport","5558638080","2.216691326549418","transport","Services"
"ICT","2365684480","0.9433951613141488","ict","Services"
"Insurance and finance","1981184768","0.7900631464600447","financial","Services"